clean_text,severity
im trouble breathing quite uneasy throat filled lot phlegm im perspiring lot heart racing chest aches im coughing reddish mucous,2
rashes skin irritations especially crevices skin skin bruises cuts also take long time heal,1
experiencing decrease sex drive difficulty fucntion sexually feel light headed confused often experince brain fog,1
neck extremely tight muscles felt quite weak recently difficult move around without becoming stiff due swollen joints walking also extremely uncomfortable,1
experiencing diarrhea loose watery stools several times day lost appetite feel nauseated time starting get mild fever,1
im feeling really nauseous uneasy im sure might ive seen rashes arms legs lost appetite feel exhausted every day,1
pretty irritating itch body skin also red bumpy areas ive also pimples resemble small balls spots different colour rest skin,1
developed minor rash near nose days ago rash accompanied burning sensation redness skin feel kind infection,1
skin red scratchy occasionally flake cheeks lips swell really annoying occasionally headaches runny eyes puffing,1
hair loss significant change texture hair dry itchy sclap increased dandruff skin also getting dry,1
fatigue feeling extreme makes difficult perform even basic tasks feel vomitting developed rashes arms neck legs,1
tendency belch burp frequently frequently get chest pain spreads arm jaw back neck pressure stress chest,1
persistent dry cough infections dont seem healing palpitations also problem sore throat seem go away,1
muscles lack strength experiencing back pain dry cough ive experiencing neck pain feeling lightheaded unstable feet,1
burping belching frequent frequently get chest discomfort spreads back neck jaw arm pressure tension chest,1
suffering mild fever headache small sores near nose rashes neck going tough time right,1
ive felt really scratchy nauseated worn also high fever lost weight skin urine become yellow ive also experiencing stomach pain,1
ive lot trouble sleeping high fever headache chills wake every day terrible pain belly area,1
feel quite weak lymph nodes enlarged eyes burning throat hurts sinuses strain nose stuffy cant smell anything chest hurts,0
severe stomach discomfort diarrhoea high fever along headache previous several days really unpleasant,1
ive itching rashy patches skin recently also regions dont appear regular tone skin ive experienced painful bumps,1
get sour taste mouth time even nothing acidic stomach often get hiccups lump throat,1
regularly indigestion heartburn especially eating spicy fatty foods chest pain worse hunch lie additionally chest hurts lot,1
ive feeling extremely scratchy sick worn addition ive lost weight temperature urine dark skin turned yellow additionally experiencing stomach pain,1
hey ive got dry cough trouble breathing high fever im producing lot mucus feeling quite weak exhausted,1
cramps calves making difficult walk daily activities come suddenly last several minutes,1
ive experiencing really low moods bad urine odour cant seem keep urine back area near kidneys hurts lot frequently experience irrational cravings,1
suffering itching vomiting fatigue also lost weight high fever skin turned yellow urine dark also experiencing abdominal pain,1
breathing problems become breath easily eyes ache dry hacking cough face body bloated,1
ive constantly feeling scratchy sick tired addition ive lost weight temperature urine dark skin turned yellow furthermore experiencing stomach pain,1
skin calves itchy inflamed causing lot discomfort difficulty sleeping night blood vessels started protrude concerning,1
developed rashes body itchy lost appetite feel tired day feel something wrong body,1
skin prone infections due dry flaky patches experiencing strong pain joints skin knees elbows starting peel,0
frequently sneeze nose runs constantly cough eyes sore watery head hurts time,1
ive seen sudden peeling skin various regions body mostly arms legs back addition significant joint pain skin rashes rash spreading different parts body,0
experiencing headache feels like sharp pain temples along chest pain dizziness,2
muscles quite weak neck stiff joints swollen creating troublesome behalf steer concerning feeling stiff walking conjointly uncomfortable,1
temperature high im hard time breathing im sweating profusely im shaking chills im really tired heart beating really fast also brownish phlegm coming,2
im running high temperature near nose red sores forming lesions painful yellow rustcolored fluid oozing,1
sneeze lot nose running eyes ache damp frequently croak head hurts time,1
ive suffering constipation stomach discomfort really uncomfortable last night mild fever,1
dry mouth throat also experiencing increased appetite hunger however feel tired times,1
always feel exhausted bad taste mouth throat itches lot also heated painful muscles entire body cramp times,1
terrible pain abdominal part ive feeling really nauseated im also experiencing mild fever really worried,1
ive battling back pain dry cough limb weakness ive feeling dizzy unstable feet neck hurts,1
ive drinking water urinating frequently throat mouth frequently feel dry recently hunger appetite grown,1
ive feeling scratchy sick worn also high fever lost weight skin urine become yellow additional stomach pain ive,1
mood changes difficulty concentrating mind feels hazy foggy times gets difficult even regular chores,1
ive experiencing chills fever extreme stomach discomfort ive generally unhappy cant seem get rid symptoms,1
doctor couple days able brethe propelry lying bed due high fever lot mucus gets please suggest medicines,1
experiencing acidity indigestion frequent headaches well blurred distorted vision excessive hunger stiff neck depression irritability visual disturbance,1
ive scratchy stomach throwing aside losing weight also really exhausted high fever yellow skin besides stomach ache pee black,1
feel tired time lost taste really sore throat also get feverish often muscle aches sometimes whole body cramps,1
skin itching lot developing rash additionally areas skin different hue rest additionally firm pimples breakouts skin,1
feeling food acid backing throat chest pain gets worse lie get frequent heartburn indigestion eating food vomit,1
suffering severe joint ache feel vomiting time developing moderate fever chills fever doesnt seem come even medication,1
dealing back pain persistent cough weakness limbs neck sore issues dizziness loss balance,1
pain lower abdomen get buring sensation pee also getting low temperatures since started get symptoms weak,1
veins legs causing discomfort difficulty sleeping night swollen protruding skin making noticeable painful,1
headache chest pain morning day wore also started feel unsteady unstable feet,2
lack energy feel like neck bloated eyes red throat feels scratchy severe congestion nostrils face pressure cant smell anything chest hurts,0
along excessive appetite stiff neck headaches indigestion acid reflux ive also experiencing sadness impatience visual distortion,1
ive high fever chills intense itching addition headache perspiring lot muscles hurt lot feel sick,1
often get aburning sensation throat especially eating sometimes also leaves sour bitter taste mouth get nauseos beacuse,1
frequent urges urinate little output pain urination cloudy bloody urine strong foulsmelling urine pelvic pain low fever nausea vomiting,1
get skin irritations rashes especially skins crevices cuts bruises skin also take heal,1
ive irritated depressed lately ive also noticed change vision,1
recently muscles neck become tight weak difficult run since joints older without getting tight act walking also quite unpleasant,1
ive trouble going bathroom really hard go hurts anus really sore bleeding go really painful im really uncomfortable,1
muscles feeling feeble recently neck rock solid joints become swollen making difficult move walking quite uncomfortable well,1
extreme itchiness nausea fatigue troubling moreover experienced fever lost weight pee black ive developed yellow rash ache stomach also present,1
rashes around nose well huge red sores rash spreading places body ive seen addition high temperature every night,1
ive noticed difference monthly cycle unexpected vaginal discharge become irritable every moods swing lot,1
symptoms include headache chest pain dizziness lack balance trouble concentrating,2
trouble breathing get short breath dry hacking cough itchy eyes swelling face body,1
fingers soles pretty thick skin cracked severely fractures hurt bleed frequently fractures itchy covered scales,0
muscles havent strong ive experiencing back ache ive feeling lightheaded wobbly feet neck hurts,1
chest pain extreme nausea present recently chest hurting frequently shiver lot really anxious,1
muscles feeling really weak neck extremely tight joints swollen making difficult move hurt lot walk,1
im dripping perspiration cant seem catch breath throat filled lot phlegm feel awful heart pounding chest aches im coughing brownish mucous,2
get symptoms asthma wheezing breathing problems frequently headaches fever time feel exhausted,1
ive lot trouble keeping hydrated vomiting diarrhea mild fever along constipation headache,1
ive nausea vomiting exhaustion additionally ive lost weight temperature urine black skin turned yellow ive also stomach pain,1
dealing back pain cough wont go away weakness arms legs neck hurts problems dizziness maintaining balance,1
struggling back pain productive cough weakness muscles neck sore problems dizziness unsteady balance,1
trouble breathing easily get breath face torso swollen eyes hurt dry hacking cough,1
im feeling fatigued energy barely keep eyes open day ive feeling lethargic unable motivate,1
ive experiencing severe body itchiness chills vomiting really high fever ive perspiring lot also feel queasy headache muscles excruciating discomfort,1
ive feeling really sick ive lot fatigue ive really bad cough throat really sore ive lot sinus pressure nose really congested feel really run miserable,0
recently horrible rash skin several blackheads pusfilled pimples skin also moving around lot,0
chronic dry cough palpitations infections dont appear getting better also painful throat issue although seem go away,1
occasionally burning upper abdomen throughout day night regularly get severe heartburn indigestion nausea,1
bloody stools resulted bloos loss loss iron thiis caused anemia feel weak general,1
appetite ongoing hunger fierce times stomach hurts cramps following meal painful gas bloating,1
cheeks nose covered red sores ive observed rash neck chest spreading faster also developing mild fever,1
struggling acid reflux indigestion headaches well blurred distorted vision excessive hunger sore neck depression irritability visual disturbance symptoms causing lot problems making difficult concentrate function normally,1
suffering back pain chronic cough weakness arms legs neck hurts feeling dizzy balance,1
woke morning feeling fine day went started experiencing headache chest pain dizziness hard focus concentrate work since,2
raised lumps rash looks red inflamed discoloured areas skin different colours rest skin itching skin,1
along persistent cough weakness arms legs severe back pain ive lot trouble ive experienced issues vertigo balance loss neck hurting,1
im experiencing extreme body pain headache vomiting ive developed red spots covers entire body causes severe itching,1
ive suffering chills tiredness cough recently ive sweating tremendously feeling overall unwell weak ive also thick black phlegm chest aches heart racing,2
experiencing chills fever along severe abdominal pain ive feeling really miserable overall cant seem shake symptoms,1
im lot trouble going bathroom really painful stool bloody ive pain butt anus really itchy irritated,1
recently ive scratching lot skin covered rashy places additionally ive pimples rather firm certain spots body different shade brown rest skin,1
regularly vomit get pelvic pain occasionally blood pee occasionally absolutely intolerable odour occasionally trouble falling asleep migraines,1
recently ive felt quite weak exhausted ive also cough simply wont go away fever really high challenging catch breath ive making lot mucous cough,1
high fever mild headache im tired time completely lost appetite,1
ive nasty cough cold days sinuses congested facial pressure ive also coughing mucus pains chest cant smell anything muscles aching,0
ive really weary ill ive suffering severe cough sore throat ive got lot chills pretty high temperaturei simply feel tired run,0
ive terrible back pain persistent cough weakness arms legs issues dizziness balance loss neck hurts,1
ive lot problems using restroom recently excruciatingly uncomfortable ive feeling agony anus stool bloody well anus really inflamed,1
nose extremely runny cant seem stop sneezing addition constantly feel cold exhausted ive coughing lot fever also really high far normal,0
ive acquired skin rashes blistering sores blistering sores fluidfilled elevated lesions unpleasant touch im also running high fever,1
eyes red watery time ive also pressure sinuses wont go away im always feeling tired ive lot trouble breathing ive also lot gunk throat lymph nodes swollen,0
recently ive problems using restroom going incredibly difficult hurts addition ive experiencing butt soreness stools bloody anus also quite itching aggravated,1
back pain dry cough stiffness arms legs bothering ive problems staying balanced experience dizziness neck hurts,1
neck swollen im exhausted throat scratchy eyes burning red nose really clogged experiencing facial pressure chest hurts im unable smell anything,0
ive intense aches chest headache wont go away ive feeling dizzy unsteady,2
sour acidic taste mouth belching burping common pressure fullness upper abdomen hours,1
ive experiencing difficulty breathing chronic cough weariness ive producing lot thick mucoid sputum also running high temperature due cope im simply feeling extremely worn exhausted,1
suffering acid reflux indigestion frequent headaches impaired vision well excessive hunger sore neck depression irritability visual disturbance,1
addition feeling dizzy lightheaded ive problems keeping equilibrium capacity concentrate focus also slipping ive noticed,2
back pain persistent cough numbness arms legs bothering ive trouble staying balanced experiencing dizziness neck hurts,1
veins legs causing discomfort difficulty sleeping night idea happening get cramps sprint,1
muscles feeling rather weak lately neck really strong joints swollen making challenging move also excruciatingly difficult walk,1
incredibly difficult use restroom hurts lot stools bloody butt hurting anus also quite itching aggravated,1
ive really hard time going bathroom lately really painful try go anus hurts lot theres also blood stool anus really itchy,1
lately ive experiencing chills fatigue cough high fever difficulty breathing ive sweating lot feeling really sick weak ive also phlegm thats really thick dark,2
difficulty swallowing food often get sensation food getting stuck throat constant belching bloating persitent sour taste mouth,1
stomach ache keeps falling staying asleep using restroom feel worn lose interest food im constantly pretty anxious,1
experiencing severe joint pain making day difficult feel like vomiting time mild headache,1
ive experiencing balance issues addition feeling disoriented dizzy headache also present nonstop,2
constipation belly pain really uncomfortable pain getting worse really affecting daily life,1
noticed skin rash face made blistering sore today observed yellow colored fluid coming sores sure,1
suddenly experienced headache chest pain dizziness middle conference since challenging concentrate focus topic,2
ive experienced severe itching chills nausea high fever besides headache im also perspiring lot ive terrible nausea muscle ache,1
high fever along severe headache fever accompanied extreme body pain chills worried health dont know,1
back pain persistent cough numbness arms legs bothering ive trouble staying balanced experiencing dizziness neck hurts,1
bending reclining makes stomach feel pain eating foods hot acidic food occasionally get loose stools result,1
eating get queasy frequently throw everything ive eaten always get severe abdominal ache terrible acid reflux,1
skin rash thats red inflamed spreading body ive experiencing intense itching especially arms legs,1
occasionally urinate blood feel little queasy help also occasionally get horrible pee odours excessive overnight temps,1
sinuses feel stuffy eyes quite red simply lack energy throat really scratchy along swelling lymph nodes ive also coughing lot phlegm,0
ive rash skin looks like dischromic patches also lot nodular eruptions really bad itching previous week become worse,1
ive rash wont go away bothersome itching skin addition ive seen colordifferent areas bumps resemble knots lumps skin,1
bowel motions really difficult recently going difficult aches go anus bleeds really uncomfortable im lot discomfort hurts extremely bad,1
im drenched sweat cant seem catch breath throat clogged mucus im miserable heart racing chest aches im coughing brownish stringy mucus,2
ive experiencing lot problems bowel motions recently difficult go hurts anus quite painful bleeding whenever go excruciatingly painful im quite uneasy,1
ive intense aches chest headpain refuses go away ive feeling dizzy unsteady,2
high fever severe itching chills vomiting also headache perspiring lot discomfort also brought nausea muscle ache,1
blood pee low body temperature practically continual headaches often strong uncontrollable need urinate addition ive started lower back pain,1
week suffering continious health issues like dry cough problems breathing weakness throughout day,1
noticed sores face healing slowly likely become infected cheek sores large painful touch extremely difficult handle cant seem get rid sores,1
distinct pain abdominal part sure also going constant vomiting feel nauseous,1
ive difficulty using restroom difficult go aches anus quite painful bleeding whenever go excruciatingly painful im quite uneasy,1
really high fever im trouble breathing im sweating lot feeling really cold tired heart beating really fast brownish sputum,2
developed rashes body also experiencing high fever along chills headache joints back hurt strange pain back eyes,1
experiencing many cramps last couple days think something right believe small bruise calves sure,1
im mood eat swallowing difficult often lingering feeling fullness even little meals typical symptoms include heartburn nausea throat tingling,1
feeling lightheaded unsteady feet also noticed decline ability focus concentrate,2
veins legs noticeable cause discomfort seems like major bruise get cramps run,1
vomiting frequently lost appetite result joints back pain time,1
skin palms soles thickened deep cracks cracks painful bleed easily,0
ive constipated really hard go bathroom go hurts stool bloody ive also pain butt anus really itchy irritated,1
time feel fatigued dont want eat anything get high fever chills every night moreover vomiting since yesterday,1
lately ive experiencing constipation pain bowel movements anus really sore bleeding go really painful im really uncomfortable,1
ive coughing lot finding difficult breathe throat hurts feel like lot phlegm trapped chest nose running lot ive feeling really congested,0
ive high temperature vomiting chills intense itching also headache perspiring lot ive really uncomfortable lately nausea muscle ache,1
frequently exhaustion terrible taste mouth throat itchiness muscles also burning uncomfortable sometimes cramps throughout body,1
ive coughing lot recently chest pain feeling incredibly chilly exhausted additionally heart thumping rapidly phlegm cough reddish hue,2
skin silvery layer especially back arms dusting made small scales peel readily rubbed also rashes body,0
addition experiencing change taste fragrance also metallic aftertaste tongue occasionally get excruciating joint muscular pain,1
changes bowel movements constipation diarrhea loss appetite energy often feel fatigued,1
noticed bruises legs cannot explain painful concerning,1
frequent belching burping chest pain often radiates back neck jaw arm get feeling tightness pressure chest,1
muscles feeling really weak neck extremely tight swollen joints find difficult move without becoming stiff also really uncomfortable walk,1
ive experiencing chills feeling worn cant seem get rid cough cough chest aches heart feels like beating million miles per hour im coughing nasty rustcolored phlegm,2
suffering extreme fever weakness developed sores face sores itchy uncomfortable often yellow colored ooze comes sores,1
skin rash extended areas body including chest belly irritating unpleasant frequently worst night im also experiencing skin flaking,0
bloody stools caused lose iron bloos among things anaemia generally feel quite weak,1
back pain productive cough limb weakness bothering balance dizzy concerns neck hurts,1
experiencing skin rash arms legs torso past weeks red itchy covered dry scaly patches,0
rash legs spreading becoming severe become difficult run,1
ive quite itchy recently rashy places body also regions dont appear typical hue skin ive experienced firm lumps,1
experiencing symptoms headache chest pain dizziness loss balance difficulty focusing,2
ive terribly constipated lately go bathroom hurts lot aside anus really itchy ive observed blood stool,1
experiencing skin rashes burning sores blistering sores fluidfilled elevated red colored lesions unpleasant touch also high fever,1
slow healing wounds cuts tingling sensation hand numbness hands feet,1
ive quite constipated lately going restroom excruciatingly uncomfortable ive also observed blood stool anus aggravated,1
im losing hair hairs texture considerably altered dandruff becoming worse dry itchy scalp skin getting quite dry well,1
im saturated sweat struggling breathe throat blocked mucous im uncomfortable heart racing chest aches im coughing darkish stringy mucous,2
red spots body cant explain spots itchy starting swell spreading rapidly,1
little red spots body dont understand worries lost appetite every night exhausted severe headache,1
developed red spots body itchy inflamed also experiencing high fever along chills shivering,1
skin peeling particularly knees elbows scalp peeling frequently accompanied stinging burning feeling,0
experiencing lot belly pain constipation really annoying sometimes feel strong urge vomit feeling weak,1
suffering itching vomiting fatigue also lost weight high fever skin turned yellow urine dark also experiencing abdominal pain,1
spirits incredibly low pee smells awful kidney region hurts lot cant seem hold urine get unreasonable urges time,1
sores face mostly near nose lips sores causing discomfort pain discharge yellow rustcolored fluid,1
ive suffering significant joint pain makes difficult walk carry everyday tasks ive also lost appetite makes feel weak feel like vomitting,1
last two days rash face gotten severe inflamed blisters begun bleed clear pus really painful deal,1
experiencing severe back pain cough produces phlegm weakness muscles neck also hurts feeling dizzy unsteady feet,1
ive recently developed terrible rash skin riddled blackheads pusfilled pimples skin also scurrying everywhere,0
even dont anything acidic stomach constantly sour taste mouth frequently lump throat hiccups,1
lately ive really constipated really painful go bathroom ive also noticed blood stool anus really irritated,1
ive tough time constant cough difficulty breathing fatigue fever high ive coughing lot thick mucoid sputum rather draining exhausting im feeling quite sick moment,1
ive sneezing lot feeling really tired sick theres also lot gross stuff coming nose throat feels really scratchy neck feels swollen,0
woke morning headache chest pain day gone ive also feeling dizzy unsteady feet,2
suffering acid reflux indigestion regular headaches well impaired vision excessive hunger sore neck depression irritability visual disturbance symptoms causing lot distress making difficult go daily activities,1
abdominal pain coming going really unpleasant accompanied constipation vomiting feel really concerned health,1
red blotches body itching horribly patches also differ complexion frommy natural skin lumps bumps developed skin,1
stomach discomfort severe frequent vomiting constipation also happened im concerned health,1
well excessive appetite tense neck depression irritability visual disturbance ive also indigestion headaches blurred vision acid reflux symptoms disturbing interfering usual activities,1
along excessive appetite stiff neck depression impatience visual disturbance ive also indigestion headaches blurred vision acid reflux,1
ive high temperature vomiting chills intense itching also headache perspiring lot discomfort also brought nausea muscle ache,1
struggling intense back pain chronic cough weakness arms legs neck sore problems dizziness loss balance,1
pee dark often bloody often unfathomable smell temperature fluctuations pretty frequently often able sleep night,1
fatigue really uncomfortable ive lot difficulties usual activities ive also feeling really depressed irritable mild pain abdominal part,1
ive experiencing lot bowel movement issues recently difficult go hurts anus quite painful bleeding whenever go excruciatingly painful im quite uneasy,1
arms legs lot red pimples itchy skin skin also oddlooking lesions occasionally bumps somewhat uncomfortable,1
stomach cramps nausea diarrhea throat swollen difficulty breathing sometimes night night get chest pain nauseous,1
ive trouble sleeping itching pain produced rash nails little dents also experiencing skin peeling different parts body,0
ive experiencing intense itching nausea lost weight also really exhausted skin become yellow severe fever dark urine ive stomach pain,1
ive suffering severe back pain persistent cough numbness arms legs ive experiencing issues vertigo balance issues neck hurts,1
suffering acid reflux indigestion frequent headaches well distorted vision excessive hunger sore neck depression irritability visual disturbance,1
high fever ive skin rash face neck arms rash made burning red lesions im concerned health,1
suffering acid reflux indigestion regular headaches well distorted vision excessive hunger sore neck depression irritability visual disturbance,1
doctor high fever since past days saliva also became thick dry cough weakness also seen,1
ive recently suffering constipation digestive discomfort anus quite painful bleeding whenever go excruciatingly painful im quite uneasy,1
addition headpain chest pain instability balance issues ive already feeling unwell also suppose im issues focusing,2
skin genitals red inflamed often itchy burning uncomfortable rashes different parts body,0
ive feeling really weak muscles neck really stiff joints swelling hard move around walking really painful,1
ive quite exhausted ill sneezing lot trouble warming im exhausted head hurts feel like boiling high temperature,0
trouble breathing especially outside start feel hot start sweat frequently urinary tract infections yeast infections,1
im dripping perspiration cant seem catch breath throat filled lot phlegm feel awful heart pounding chest aches im coughing stringy brownish mucous,2
mild temperature blood pee head hurts almost constantly frequently experience severe involuntary desires urinate additionally ive experiencing lower back ache,1
im coughing nonstop im shivering terribly stuffy nose face strain addition throat coughing nasty gunk chest hurts muscles hurt lot cant smell anything,0
stomach acid indigestion frequent headaches hazy distorted vision increased appetite stiff neck depression irritation visual distortion bothering,1
difficulty sleeping due abdominal pain discomfort loss appetite feel fatigued going bathroom feel tited time,1
experiencing severe headache accompanied pain behind eyes lost apetite experience chills every night,1
cramps calves becoming frequent intense making difficult walk daily activities,1
noticed sudden peeling skin different parts body mainly arms legs back also face severe joint pain skin rashes,0
feel queasy sick wobbly throat enlarged making difficult breathe chest occasionally pains night occasionally feel ill,1
experiencing lot bloating constipation really uncomfortable feels like theres lot pressure pain belly area,1
sore throat hoarseness especially morning chronic nagging pain throat bad breath also frequent belching,1
joints experiencing unusual discomfort additionally ive experienced weird skin peeling various places body im concerned something wrong body,0
strange pain joints also noticed strange peeling skin different parts body afraid something wrong going body,0
morning woke discovered extremely bad rash body several pusfilled pimples blackheads around skin also moving around lot,0
ive itchy throwing ive lost weight also really exhausted skin become yellow severe temperature stomach also hurting,1
ive itchy throwing addition lost weight feel really exhausted skin become yellow severe temperature abdominal ache black urine,1
starting rashes arms neck rash often bleeds hurts scratch also developed small dents nails strange,0
itch nausea weariness bothering addition developed fever lost weight pee black ive developed yellow rash additionally ive stomach ache,1
ive facing visual disruptions seeing things distorted eyesight difficulties,1
appetite chronic hunger ferocious stomach may occasionally ache spasm gas bloating eating really painful,1
morning saw large rash body lot pusfilled pimples blackheads face skin scurrying lot,0
trouble focusing emotions fluctuate brain might seem murky foggy times making difficult complete even straightforward chores,1
rash body cant stop scratching skin itchy skin also spots hue altered lumps knotlike pimples,1
swelling legs gotten worse past weeks large number veins noticeable calves making worried,1
often feel like food getting caught throat problems swallowing feel bloated frequently belch constantly bitter aftertaste,1
ive breathing issues persistent cough exhaustion ive coughing lot thick mucoid sputum high fever im feeling exhausted tired cope,1
shivers shivering accompanied sensation coldness high fever rashes arms red patches neck also appeared,1
high fever swollen lymph nodes causing much discomfort headache feel weak fatigued hard concentrate fever,1
morning woke discovered extremely bad rash skin several pusfilled pimples blackheads around skin also moving around lot,0
ive exhausted chilly cant stop coughing pains chest makes heart race coughing mucous disgusting brownish hue,2
shopping started feeling headache chest pain dizziness hard focus concentrate tasks since,2
itch nausea weariness bothering addition developed fever lost weight pee black ive developed yellow rash additionally ive stomach ache,1
first experienced headache chest pain lightheadedness work since challenging focus concentrate work,2
lately experiencing muscle weakness stiff neck swelling joints stiffness attempt move around also painful steer,1
rash skin causing lot discomforts red inflamed spreading body rash accompanied intense itching especially arms legs,1
feels like food acid backing throat chest discomfort becomes worse im lying eating frequently heartburn indigestion throw,1
constipation bowel movement discomfort common lately region surrounding anus ache lot anus really itchy stool bloody,1
experiencing chills shivering strong pain back also behind eyes also noticed small red spots back neck,1
hello mom father recently ive felt incredibly worn cough wont go away fever really high breathing become shallow additionally ive coughing lot mucous thick sputum,1
skin rash several pusfilled pimples blackheads bothering lately additionally skin scurring lot,0
feeling itchy vomiting also fatigued lost weight fever high skin become yellow urine dark abdominal pain,1
skin developed rashes mainly near nose rash spreading parts body really worried,1
fever really high im difficulty breathing im drenched sweat shivering chills im quite fatigued heart racing im also expecting brownish phlegm,2
ive felt really scratchy nauseated worn also high fever lost weight skin urine become yellow additionally stomach hurting,1
eyes always red swollen feel like theres something blocking sinuses ive coughing lot goo chest feels really heavy cant smell anything muscles really sore,0
skin around veins legs red inflamed itchy causing lot discomforts starting get regular cramps,1
blood vessels legs quite visible give lot pain theyre large protrude skin unusual worried,1
initially rashes face near nose rash spreading arms legs,1
getting headache past week growing worse accompanied stomach pains constipation diarrhea dont know happening really worried,1
back hurts rashes arms armpits back eyeballs hurt lot also mild fever making us concerned health,1
rashy areas skin really irritating additionally bumps fairly firm patches different colour rest skin,1
whole body paining lot dont feel like eating anything mild fever get chills every night also red spots developing back neck,1
experinenced significant weight gain become obese changes appetite cravings different foods,1
tendency burp belch regularly often get chest discomfort radiates arm jaw neck chest feels tight stressed,1
im feeling really sick uncomfortable like something wrong inside dont know could noticed small red spots arms itches touch,1
experiencing joint pain fingers wrists knees pain often achy throbbing gets worse move joints,0
small lymph nodes arms face itching making day uncomfortable,1
ive lot difficulty breathing feel like im constantly nauseous also mild belly pain terrifying times,1
experienced difficulty sleeping due itching discomfort caused rash small dents nails really concerning,0
experiencing changes menstrual cycle unexpected vaginal discharge often get mood swings feel agitated time time,1
ive pretty uncomfortable itch body well red bumpy areas skin also certain patches epidermis distinct shade rest ive pimples resemble little balls,1
prominent veins calves causing selfconsciousness embarrassment swollen protrude skin making noticeable,1
ive grumpy gloomy lately ive also noticed change vision,1
im sweating profusely cant seem get enough air throat filled lot mucus dont feel good heart pounding chest aches im coughing reddishcolored mucous,2
headaches migraines difficulties sleeping entire body shaking twitching sometimes become lightheaded,1
feeling really fatigued weak cant seem get rid mild fever strange pain abdominal area cant understand happening,1
ive losing weight experiencing severe itching nausea exhaustion skin become yellow severe fever dark urine ive stomach pain,1
feeling fine day suddenly developed headache chest pain dizziness walk hard focus concentrate since,2
ive developed severe rash skin clogged pusfilled pimples blackheads skin also quite sensitive,0
ive experiencing bowel movements constipated diarrhoeic often lack eat energy,1
recently number concerning symptoms including dry cough impaired breathing high fever lot mucus also feel weak tired,1
throat always tickles im worn additionally skin started feel dry ocular inflammation occasionally affects,1
enlarged lymph nodes giving great deal pain rashes body cannot sleep night,1
lower abdomen aches feels like may explode urinate since began experiencing new symptoms body temperature consistently low thats ive weak,1
strong appetite constantly hungry stomach occasionally aches cramps really painful gas bloating eating,1
high fever chills severe itching addition headache perspiring lot ive feeling awful nausea muscle ache,1
muscles quite weak neck really stiff joints swollen making difficult walk without feeling stiff walking also really uncomfortable,1
often sneeze sore throat lips area around eyes occasionally swell start sneezing cant stop,1
im feeling really sick lost appetite ive seen little red patches arms neck face itch touch,1
sores around nose become crusted difficult touch yellowrust coloured ooze used come sores taking much time handle,1
experiencing extreme fatigue high fever rashes near nose mouth rash itchy makes difficult sleep,1
nails slightly dented even joints experiencing excruciating discomfort skin silverlike powder especially back elbows,0
get burning sensation pee sometimes lot pain foul smelling urine getting urges urinate night,1
frequently indigestion heartburn especially eating spicy fatty foods chest hurts lean forward im lying additionally chest hurts lot,1
im really exhausted lacking energy hardly keep eyes open day mild fever dont feel like eating anything think lost appetite,1
ive dealing really nasty rash skin lately covered blackheads pimples packed pus skin also really scurrying,0
felt fine day driving home work suddenly started headache chest discomfort dizziness since challenging concentrate focus driving,2
ive feeling really weak muscles lately neck really stiff joints swelling hard move around without feeling stiff walking really painful,1
legs causing lot discomforts exercise feel heavy swollen veins prominent painful feel fatigued time,1
hace difficulty breething shortness breath cough uncontrollably get itchy eyes swelling face body parts,1
experiencing loss appetite difficulty swallowing food suffering sore throat runnny nose also,1
strong itchiness chills nausea high fever part current condition addition headache perspiring lot ive suffering nausea well muscle ache,1
experiencing intense itching vomiting fatigue also lost weight high fever skin turned yellow urine dark abdominal pain well,1
im lot trouble bowel movements lately hard go hurts anus really sore bleeding go really painful im really uncomfortable,1
im joint discomfort fingers wrists knees pain frequently aching throbbing worsens move joints,0
body shaking trembling senses taste smell gotten weaker feel exhausted occasionally palpitations rapid pulse,1
ive experiencing stiffness weakness neck muscles recently since joints grownup heavy behalf american state run whereas getting stiff additionally walking uncomfortable,1
along change taste smell tongue also metallic aftertaste occasionally get severe joint muscular pain,1
pee frequently odd smell either red black frequent changes body temperature usually keep awake night,1
always get hot puffy eyes feeling something obstructing sinuses chest feels quite heavy ive coughing lot gunk sense smell muscles hurt lot,0
appetite decreased ive swallowing issues sore throat nose running,1
experiencing high fever chills every night really concerning moreover dont feel like eating anything back arms legs pain lot strange pain behing eyes cant physical activities,1
ive exhausted experiencing nausea itching addition ive lost weight temperature urine dark skin turned yellow additionally ive stomach pain,1
rashes chest back itch body occasionally flaky skin frequently creates markings body,1
extreme itchiness sickness exhaustion plaguing addition developed fever lost weight pee black ive developed yellow rash additionally ive stomach ache,1
recently ive lot difficulty using restroom bowel movements extremely uncomfortable difficult anus quite inflamed stool extremely bloody,1
along phlegmy cough muscle weakness ive dealing excruciating back pain addition feeling woozy shaky feet neck hurting,1
experience skin irritations rashes especially skins creases wounds bruises skin also heal quite slowly,1
since days ago ive experiencing low temperatures bloody urination head excruciating pain urine smells awful hardly control urinate impulses come suddenly,1
experiencing severe back pain persistent cough weakness limbs neck also hurts feeling dizzy balance,1
eyes always red itchy nose feels stuffy congested feel kind sick tired time keep coughing gunk throat feels sore scratchy ive noticed bumps neck bigger usual,0
throat frequently feels like burning especially eating additionally occasionally get sour bitter aftertaste causes feel queasy,1
